;Name;MovieType;Director;Duration;Year;Country;Worldwide;Scenarist;Month;Season;Top_Director
2952;Yeo-haeng-ja;Dram;Ounie Lecomte;92;2009;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
2953;A Thousand Words;Dram;Brian Robbins;91;2012;ABD;$22,044,277;#YOK;#YOK;#YOK;0
2957;The Kid;Aile;Jon Turteltaub;104;2000;ABD;$110,317,580;Charlie Chaplin;?ubat;winter;0
2962;The Purge: Election Year;Aksiyon;James DeMonaco;105;2016;Multi Nation;$118,587,880;James DeMonaco;Temmuz;summer;0
2963;Mand?ra Filozofu;Komedi;Müfit Can Saç?nt?;109;2013;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
2964;Wir Sind Die Nacht;Dram;Dennis Gansel;100;2010;Almanya;#YOK;#YOK;#YOK;#YOK;0
2966;The Damned United;Dram;Tom Hooper;97;2009;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
2967;Süt;Dram;Semih Kaplano?lu;102;2008;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
2968;Shi mian mai fu;Aksiyon;"Yimou Zhang
                                        ,                                                                                                                     Tony ChIng Su";119;2004;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
2971;Sözün Bitti?i Yer;Dram;?smail Güne?;120;2007;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
2972;Romance & Cigarettes;Komedi;John Turturro;105;2005;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
2973;The Autopsy Of Jane Doe;Gizem;André Øvredal;86;2016;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
2974;Red Sparrow;Gerilim;Francis Lawrence;140;2018;Multi Nation;$151,572,634;Justin Haythe;Mart;spring;0
2975;American Sniper;Aksiyon;Clint Eastwood;133;2014;ABD;$547,626,372;Jason Hall;?ubat;winter;1
2976;Neighbors;Komedi;Nicholas Stoller;97;2014;ABD;$270,665,134;"Andrew J. Cohen
                                        ";May?s;spring;0
2977;Stolen;Aksiyon;Simon West;96;2012;ABD;#YOK;#YOK;#YOK;#YOK;0
2978;Gi?e Memuru;Dram;Tolga Karaçelik;96;2010;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
2979;The Ledge;Dram;Matthew Chapman;101;2011;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
2980;Do, Re, Mi, Fa, So, La, Si, Do;Dram;Keon-hyang Kang;105;2008;Güney Kore;#YOK;#YOK;#YOK;#YOK;#YOK
2981;Ten Inch Hero;Dram;David Mackay;97;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
2982;Thank You For Smoking;Dram;Jason Reitman;92;2005;Multi Nation;$39,323,027;#YOK;#YOK;#YOK;0
2983;Dinosaur;Animasyon;"Ralph Zondag
                                        ,                                                                                                                     Eric Leighton";82;2000;ABD;$349,822,765;"Robert Nelson Jacobs
                                        ";Ocak;winter;#YOK
2984;House Of D;Dram;David Duchovny;97;2004;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
2986;Runaway Jury;Dram;Gary Fleder;127;2003;ABD;$80,154,140;"Brian Koppelman
                                        ";?ubat;winter;0
2987;Collateral Beauty;Dram;David Frankel;97;2016;ABD;$88,616,021;Allan Loeb;Aral?k;winter;0
2988;Limonata;Dram;Ali Atay;105;2015;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
2989;Sarangeul Gareuchyeo Deurimnida;Komedi;Kwon Suk-jang;71;2010;Güney Kore;#YOK;#YOK;#YOK;#YOK;#YOK
2990;The Ides of March;Dram;George Clooney;95;2011;ABD;$76,338,111;"George Clooney
                                        ";Kas?m;autumn;0
2991;The Cake Eaters;Dram;Mary Stuart Masterson;86;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
2992;Largo Winch;Aksiyon;Jérôme Salle;108;2008;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
2993;The Lion King 3: Hakuna Matata;Animasyon;Bradley Raymond;77;2004;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
2997;13 Tzameti;Aksiyon;Gela Babluani;93;2005;Fransa;#YOK;#YOK;#YOK;#YOK;#YOK
2998;Reeker;Gizem;Dave Payne;91;2005;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
2999;mother!;Dram;Darren Aronofsky;121;2017;ABD;$44,516,999;Darren Aronofsky;Eylül;autumn;0
3000;The Longest Ride;Dram;George Tillman Jr.;128;2015;ABD;$62,944,815;"Craig Bolotin
                                        ";May?s;spring;0
3001;Castaway on the Moon;Dram;Hae-jun Lee;119;2009;Güney Kore;#YOK;#YOK;#YOK;#YOK;#YOK
3002;Bodyguard;Aksiyon;Siddique;134;2011;Hindistan;$31,516,209;#YOK;#YOK;#YOK;#YOK
3003;Ço?unluk;Dram;Seren Yüce;111;2010;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
3004;From Within;Gerilim;Phedon Papamichael;89;2008;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3005;Bi-Mong;Dram;Kim Ki-duk;95;2008;Güney Kore;#YOK;#YOK;#YOK;#YOK;#YOK
3006;Fever Pitch;Dram;"Bobby Farrelly
                                        ,                                                                                                                     Peter Farrelly";104;2005;Multi Nation;$50,605,163;"Lowell Ganz
                                        ";A?ustos;summer;#YOK
3007;Havoc;Dram;Barbara Kopple;85;2005;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
3009;The Hitchhiker's Guide To The Galaxy;Bilim Kurgu;Garth Jennings;109;2005;Multi Nation;$104,478,416;"Karey Kirkpatrick
                                        ";A?ustos;summer;0
3011;Jurassic World: Fallen Kingdom;Bilim Kurgu;Juan Antonio Bayona;128;2018;ABD;$1,308,467,944;"Derek Connolly
                                        ";Haziran;summer;0
3012;Kötü Kedi ?erafettin;Animasyon;"Ay?e Ünal
                                        ,                                                                                                                     Mehmet Kurtulu? (i)";86;2016;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
3013;Zenne Dancer;Dram;"Caner Alper
                                        ,                                                                                                                     Mehmet Binay";110;2012;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
3014;Shark Night 3D;Gerilim;David R. Ellis;91;2011;ABD;#YOK;#YOK;#YOK;#YOK;0
3015;Sharpay's Fabulous Adventure;Aile;Michael Lembeck;90;2011;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
3016;The American;Dram;Anton Corbijn;104;2010;Multi Nation;$67,876,281;"Rowan Joffe
                                        ";Eylül;autumn;0
3017;Fear Island;Gerilim;Michael Storey;95;2009;Kanada;#YOK;#YOK;#YOK;#YOK;#YOK
3019;Starsky & Hutch;Komedi;Todd Phillips;101;2004;ABD;$170,268,750;"Todd Phillips
                                        ";Eylül;autumn;0
3020;Basic;Aksiyon;John McTiernan;98;2003;Multi Nation;$42,792,561;James Vanderbilt;Kas?m;autumn;0
3021;Rampage;Bilim Kurgu;Brad Peyton;108;2018;ABD;$796,368;"Ryan Engle
                                        ";Nisan;spring;0
3022;The Girl on the Train;Dram;Tate Taylor;112;2016;Multi Nation;$173,185,859;Erin Cressida Wilson;Ekim;autumn;0
3023;Selam: Bahara Yolculuk;Dram;Hamdi Alkan;126;2015;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
3025;American Outlaws;Aksiyon;Les Mayfield;94;2001;ABD;$13,678,913;#YOK;#YOK;#YOK;#YOK
3026;Noel;Dram;Chazz Palminteri;96;2004;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
3027;Sarma??k;Dram;Tolga Karaçelik;104;2015;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
3028;Coherence;Bilim Kurgu;James Ward Byrkit;89;2013;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
3029;Süper Ajan K9;Komedi;Bülent ??bilen;100;2008;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
3032;Gwai wik / Re-cycle;Fantastik;"Oxide Pang Chun
                                        ,                                                                                                                     Danny Pang";108;2006;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
3033;Trespass;Gerilim;Joel Schumacher;91;2011;ABD;$13,249,535;Karl Gajdusek;Ocak;winter;0
3034;Hesher;Dram;Spencer Susser;106;2010;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3035;The Scorpion King 2 Rise Of A Warrior;Bilim Kurgu;Russell Mulcahy;109;2008;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
3039;Creep;Gerilim;Christopher Smith;85;2004;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
3040;Naboer;Gerilim;Pål Sletaune;75;2005;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
3041;Colonia Dignidad;Dram;Florian Gallenberger;106;2015;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
3042;Step Up: All In;Dram;Trish Sie;112;2014;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3043;Runner Runner;Dram;Brad Furman;91;2013;ABD;$62,675,095;"Brain Koppelman
                                        ";Eylül;autumn;0
3044;Avalon High;Aile;Stuart Gillard;91;2010;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3045;Günah Keçisi;Aksiyon;Cenk Özak?nc?;83;2011;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
3046;Bedevilled;Dram;"Jang Cheol-soo
                                        ,                                                                                                                     Chul-soo Jang";115;2010;Güney Kore;#YOK;#YOK;#YOK;#YOK;#YOK
3047;Amusement;Gizem;John Simpson;85;2008;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3048;The Manchurian Candidate;Dram;Jonathan Demme;129;2004;ABD;$96,105,910;"Daniel Pyne
                                        ";Aral?k;winter;0
3052;C.R.A.Z.Y.;Dram;Jean-Marc Vallee;126;2005;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
3053;Lights Out;Gerilim;David F. Sandberg;81;2016;ABD;$149,368,835;David F. Sandberg;Temmuz;summer;0
3054;Siccin;Korku;Alper Mestçi;86;2014;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
3055;Jack Reacher: Never Go Back;Aksiyon;Edward Zwick;118;2016;Multi Nation;$162,146,076;"Marshall Herskovitz
                                        ";Ekim;autumn;0
3056;Meet Bill;Dram;"Bernie Goldmann
                                        ,                                                                                                                     Melisa Wallack";31;2008;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3060;Rabbit-Proof Fence;Dram;Phillip Noyce;94;2002;Avustralya;$16,217,411;"Doris Pilkington
                                        ";Haziran;summer;0
3061;Tengo ganas de ti;Dram;Fernando González Molina;130;2012;?spanya;#YOK;#YOK;#YOK;#YOK;#YOK
3062;Coming Soon;Gerilim;Sopon Sukdapisit;83;2008;Tayland;#YOK;#YOK;#YOK;#YOK;#YOK
3063;Last Chance Harvey;Dram;Joel Hopkins;99;2008;ABD;$32,566,966;Joel Hopkins;Temmuz;summer;0
3064;What Just Happened?;Dram;Barry Levinson;104;2008;ABD;#YOK;#YOK;#YOK;#YOK;0
3066;The Air I Breathe;Gerilim;Jieho Lee;95;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3067;Van Wilder: Party Liaison;Komedi;Walt Becker;92;2002;ABD;#YOK;#YOK;#YOK;#YOK;0
3070;Takip;Korku;Ça?an Irmak;;2006;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
3071;Jarhead;Dram;Sam Mendes;123;2005;Multi Nation;$97,076,152;William Broyles Jr.;?ubat;winter;0
3072;Nymphomaniac: Volume 1;Dram;Lars von Trier;118;2013;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
3073;Red Lights;Gerilim;Rodrigo Cortés;119;2012;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
3074;Cherry;Dram;Jeffrey Fine;99;2010;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3075;Bahoz;Dram;Kaz?m Öz;156;2009;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3076;Open Season 2;Animasyon;"Matthew O'Callaghan
                                        ,                                                                                                                     Todd Wilderman";76;2008;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3078;Buda as sharm foru rikht;Dram;Hana Makhmalbaf;81;2007;?ran;#YOK;#YOK;#YOK;#YOK;#YOK
3079;London;Aksiyon;Hunter Richards;92;2005;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
3080;Saibogujiman Kwenchana;Dram;Park Chan-wook;105;2006;Güney Kore;#YOK;#YOK;#YOK;#YOK;0
3081;Trapped;Aksiyon;Luis Mandoki;106;2002;Multi Nation;$13,414,416;#YOK;#YOK;#YOK;#YOK
3083;A Guide to Recognizing Your Saints;Dram;Dito Montiel;104;2006;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3084;Le Concile de Pierre;Dram;Guillaume Nicloux;102;2006;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
3085;Magic Mike;Dram;Steven Soderbergh;110;2012;ABD;$167,221,571;Reid Carolin;Ekim;autumn;0
3086;Turbo;Animasyon;David Soren;112;2013;ABD;$282,570,682;"Darren Lemke
                                        ";Eylül;autumn;0
3087;The Darkest Hour;Bilim Kurgu;Chris Gorak;89;2011;Multi Nation;$64,626,786;"Leslie Bohem
                                        ";Ocak;winter;0
3088;Year One;Komedi;Harold Ramis;97;2009;ABD;$62,357,900;#YOK;#YOK;#YOK;0
3090;Güle Güle;Dram;Zeki Ökten;105;2000;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
3091;Find Me Guilty;Dram;Sidney Lumet;125;2006;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
3092;The Shape of Water;Dram;Guillermo del Toro;123;2017;ABD;$195,243,464;Guillermo del Toro;?ubat;winter;0
3093;Diary of a Wimpy Kid: Dog Days;Aile;David Bowers;94;2012;ABD;$77,229,695;"Jeff Judah
                                        ";A?ustos;summer;0
3094;Assassination Games;Aksiyon;Ernie Barbarash;101;2011;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3095;Türkan;Dram;Cemal ?an;;2011;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
3097;Moonrise Kingdom;Dram;Wes Anderson;94;2012;ABD;$68,263,166;"Wes Anderson
                                        ";May?s;spring;0
3098;Boyhood;Dram;Richard Linklater;166;2014;ABD;$48,137,666;#YOK;#YOK;#YOK;0
3099;The Greatest Showman;Dram;Michael Gracey;105;2017;ABD;$434,993,183;"Bill Condon
                                        ";Aral?k;winter;0
3100;Legally Blondes;Komedi;Savage Steve Holland;86;2009;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3101;Camino;Dram;Javier Fesser;143;2008;?spanya;#YOK;#YOK;#YOK;#YOK;#YOK
3102;Almost Famous;Dram;Cameron Crowe;124;2000;ABD;$47,383,689;#YOK;#YOK;#YOK;0
3103;Wolf Creek;Gerilim;Greg McLean;104;2005;Multi Nation;$30,762,648;Greg McLean;Nisan;spring;0
3104;Ballistic: Ecks Vs. Sever;Aksiyon;Wych Kaosayananda;91;2002;Multi Nation;$19,924,033;Alan B. McElroy;Kas?m;autumn;0
3105;Fall Down Dead;Gerilim;Jon Keeyes;94;2007;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3106;Glass;Bilim Kurgu;M. Night Shyamalan;129;2019;ABD;$246,999,039;M. Night Shyamalan;Ocak;winter;0
3107;Asterix et Obelix: On Her Majesty's Secret Service;Aile;Laurent Tirard;110;2012;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
3108;The Place Beyond The Pines;Dram;Derek Cianfrance;140;2012;ABD;$47,052,899;"Derek Cianfrance
                                        ";Haziran;summer;0
3109;Les amours imaginaires;Dram;Xavier Dolan;97;2010;Kanada;#YOK;#YOK;#YOK;#YOK;#YOK
3110;Tomb Raider;Aksiyon;Roar Uthaug;118;2018;Multi Nation;$274,950,803;"Geneva Robertson-Dworet
                                        ";Mart;spring;0
3111;How Do You Know?;Dram;James L. Brooks;121;2010;ABD;#YOK;#YOK;#YOK;#YOK;0
3112;A Single Man;Dram;Tom Ford;99;2009;ABD;$24,964,890;"Tom Ford
                                        ";Nisan;spring;0
3115;The Forgotten;Bilim Kurgu;Joseph Ruben;91;2004;ABD;$117,592,831;Gerald Di Pego;Kas?m;autumn;0
3116;Syriana;Dram;Stephen Gaghan;128;2005;ABD;$93,974,620;Stephen Gaghan;Mart;spring;0
3117;Hayal-i Cihan;Dram;Ça?an Irmak;75;2006;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
3119;Valerian and the City of a Thousand Planets;Bilim Kurgu;Luc Besson;136;2017;Multi Nation;$225,874,228;Luc Besson;Temmuz;summer;0
3120;The Cove;Belgesel;Louie Psihoyos;92;2009;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3121;Black Knight;Fantastik;Gil Junger;95;2001;ABD;$39,976,235;"Peter Gaulke
                                        ";?ubat;winter;0
3122;The Brothers Bloom;Dram;Rian Johnson;114;2008;ABD;#YOK;#YOK;#YOK;#YOK;0
3123;Flight Of The Phoenix;Aksiyon;John Moore;113;2004;ABD;$35,021,497;"Edward Burns
                                        ";Mart;spring;0
3124;High Fidelity;Dram;Stephen Frears;113;2000;Multi Nation;$47,126,295;"John Cusack
                                        ";A?ustos;summer;0
3129;Knives Out;Gizem;Rian Johnson;131;2019;ABD;$312,897,920;Rian Johnson;Ocak;winter;0
3130;The Big Short;Dram;Adam McKay;130;2015;ABD;$133,440,870;Adam McKay;Ocak;winter;0
3131;Hotel Transylvania 2;Animasyon;Genndy Tartakovsky;89;2015;ABD;$474,800,000;"Adam Sandler
                                        ";Ekim;autumn;0
3132;Moana;Animasyon;"John Musker
                                        ,                                                                                                                     Ron Clements";107;2016;ABD;$643,331,111;"Ron Clements
                                        ";Ocak;winter;#YOK
3133;40;Aksiyon;Emre ?ahin;89;2009;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
3134;21 And Over;Komedi;"Jon Lucas
                                        ,                                                                                                                     Scott Moore";93;2013;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3135;Harbi Define;Komedi;Hakk? Görgülü;;2010;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
3136;[REC] 4: Apocalypse;Gerilim;Jaume Balagueró;95;2014;?spanya;#YOK;#YOK;#YOK;#YOK;0
3137;Einstein And Eddington;Dram;Philip Martin;90;2008;?ngiltere;#YOK;#YOK;#YOK;#YOK;#YOK
3138;Usta;Aile;Bahad?r Karata?;118;2009;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
3139;w Delta z;Dram;Tom Shankland;104;2007;?ngiltere;#YOK;#YOK;#YOK;#YOK;#YOK
3140;Dr. Dolittle 2;Aile;Steve Carr;87;2001;ABD;$176,104,344;"Larry Levin
                                        ";A?ustos;summer;0
3141;The Emperor's New Groove;Animasyon;Mark Dindal;75;2000;ABD;$169,327,687;"Mark Dindal
                                        ";May?s;spring;0
3142;Atlantis: The Lost Empire;Animasyon;"Gary Trousdale
                                        ,                                                                                                                     Kirk Wise";95;2001;ABD;$186,053,725;"Tab Murphy
                                        ";?ubat;winter;#YOK
3144;Inside I’m Dancing;Dram;Damien O'Donnell;104;2004;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
3148;Ailecek ?a?k?n?z;Komedi;Selçuk Aydemir;108;2018;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
3149;Fast & Furious Presents: Hobbs & Shaw;Aksiyon;David Leitch;137;2019;ABD;$760,732,926;"Chris Morgan
                                        ";A?ustos;summer;0
3150;Atomic Blonde;Aksiyon;David Leitch;115;2017;Multi Nation;$100,014,025;Kurt Johnstad;Temmuz;summer;0
3151;The Legend of Tarzan;Aksiyon;David Yates;109;2016;Multi Nation;$357,243,061;"Stuart Beattie
                                        ";Temmuz;summer;0
3152;Garfield's Pet Force;Animasyon;"Kyung Ho Lee
                                        ,                                                                                                                     Mark A.Z. Dippé";73;2009;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
3153;The Romantics;Dram;Galt Niederhoffer;97;2010;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3155;Desu nôto: The last name;Fantastik;Sh?suke Kaneko;140;2006;Japonya;#YOK;#YOK;#YOK;#YOK;#YOK
3156;Out Of Time;Dram;Carl Franklin;105;2003;ABD;$55,495,563;David Collard;Ocak;winter;0
3158;Annabelle: Creation;Gerilim;David F. Sandberg;109;2017;ABD;$306,592,201;Gary Dauberman;A?ustos;summer;0
3159;Mutlu Aile Defteri;Komedi;Nihat Durak;94;2013;Türkiye;#YOK;#YOK;#YOK;#YOK;#YOK
3160;Paradaisu Kisu;Dram;Takehiko Shinjo;124;2011;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
3161;Snarveien;Gerilim;Severin Eskeland;77;2009;Norveç;#YOK;#YOK;#YOK;#YOK;#YOK
3162;The Divide;Bilim Kurgu;Xavier Gens;112;2011;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
3163;The Hole;Fantastik;"Joe Dante
                                        ,                                                                                                                     Robert Cavanah";92;2009;ABD;$7,644,361;"Mark L. Smith
                                        ";Kas?m;autumn;#YOK
3164;First Daughter;Aile;Forest Whitaker;105;2004;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3165;Yours, Mine and Ours;Aile;Raja Gosnell;90;2005;ABD;#YOK;#YOK;#YOK;#YOK;0
3167;Torque;Aksiyon;Joseph Kahn;84;2004;Multi Nation;$46,546,197;Matt Johnson;Ocak;winter;0
3172;Charlotte's Web;Aile;Gary Winick;97;2006;Multi Nation;$148,963,822;"Karey Kirkpatrick
                                        ";Nisan;spring;0
3173;Jackass: Number Two;Aksiyon;Jeff Tremaine;92;2006;ABD;#YOK;#YOK;#YOK;#YOK;0
3174;Once Upon a Time in Hollywood;Dram;Quentin Tarantino;162;2019;Multi Nation;$377,426,903;Quentin Tarantino;A?ustos;summer;1
3175;Jack Ryan: Shadow Recruit;Aksiyon;Kenneth Branagh;105;2014;Multi Nation;$135,503,748;"Adam Cozad
                                        ";Ocak;winter;0
3176;Kill The Irishman;Aksiyon;Jonathan Hensleigh;106;2011;ABD;#YOK;#YOK;#YOK;#YOK;0
3177;Ra. One;Bilim Kurgu;Anubhav Sinha;156;2011;Hindistan;#YOK;#YOK;#YOK;#YOK;#YOK
3178;The Ghost Writer;Gerilim;Roman Polanski;128;2010;Multi Nation;$60,331,447;#YOK;#YOK;#YOK;0
3179;Shadows in The Sun;Dram;Brad Mirman;100;2005;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
3180;Peaceful Warrior;Dram;Victor Salva;120;2006;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
3181;Fur: An Imaginary Portrait of Diane Arbus;Dram;Steven Shainberg;122;2006;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3183;The Wedding Planner;Komedi;Adam Shankman;103;2001;Multi Nation;$94,728,529;"Pamela Falk
                                        ";Nisan;spring;0
3184;Blue Crush;Dram;John Stockwell;104;2002;Multi Nation;$51,843,679;"Susan Orlean
                                        ";A?ustos;summer;0
3187;Saturno Contro;Dram;Ferzan Özpetek;110;2007;?talya;#YOK;#YOK;#YOK;#YOK;#YOK
3188;The Frozen Ground;Gerilim;Scott Walker;105;2013;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3189;Can A Song Save Your Life?;Dram;John Carney;104;2013;ABD;#YOK;#YOK;#YOK;#YOK;0
3190;Bring It On: Fight To The Finish;Komedi;Bille Woodruff;102;2009;ABD;#YOK;#YOK;#YOK;#YOK;0
3191;Serious Moonlight;Komedi;Cheryl Hines;84;2009;ABD;#YOK;#YOK;#YOK;#YOK;#YOK
3192;The Last Legion;Aksiyon;Doug Lefler;102;2007;Multi Nation;$25,303,038;"Jez Butterworth
                                        ";Nisan;spring;0
3193;Enough;Dram;;114;2002;ABD;$51,806,184;#YOK;#YOK;#YOK;#YOK
3194;The Royal Tenenbaums;Dram;Wes Anderson;110;2001;ABD;$71,441,250;"Owen Wilson
                                        ";Mart;spring;0
3195;Breaking and Entering;Dram;Anthony Minghella;129;2006;Multi Nation;#YOK;#YOK;#YOK;#YOK;0
3196;Shame;Dram;"Steve McQueen (i)
                                        ,                                                                                                                     Abi Morgan";102;2011;Multi Nation;#YOK;#YOK;#YOK;#YOK;#YOK
